v1,v2,v3,v4,v5,v6,v7,v8,leaf
3.427946327,4.538684378,3.879609491,4.855897388,5.955746144,5.443958837,3.766529686,5.366592462,red
0.012855366,1.257435809,3.870451125,2.877553201,5.804665386,5.021419489,4.749863146,4.278340553,red
4.652290796,6.214807928,5.037415291,3.480757848,4.780110848,5.518697278,5.54312073,5.231775719,red
3.767478169,4.742739548,3.197576419,4.166010115,4.795202093,5.25589052,2.69301943,5.679836446,red
0.906487293,1.680931974,5.88280502,1.447431991,5.885232906,5.20564708,3.682442472,5.312848843,red
4.743408716,5.962488885,4.678992424,5.706210057,5.156763505,5.250724011,4.981458507,4.063256956,red
1.503577288,2.785334871,3.510752393,5.857797316,4.334904112,5.67578366,3.117716636,5.476586967,red
0.036080435,1.005213267,2.170756863,4.516521973,4.823535889,5.894238811,4.372053827,5.521086691,red
0.37437672,1.227880876,5.416879605,3.489925786,4.03197322,5.830538883,3.148578847,3.669065165,red
1.94809623,3.234807305,2.868811919,1.701880441,4.225792964,5.71737196,5.186945748,3.979738328,red
3.435492633,4.662325218,3.384515232,4.914782336,4.752470072,5.186654723,3.331015275,4.023943536,red
3.805440598,4.852390903,2.591178516,5.355377854,5.658802705,5.462122879,3.582714338,4.873130789,red
4.401048102,5.744848745,3.81748187,4.436357179,4.734028889,5.37902387,2.564239183,3.404821299,red
0.329842844,1.490430993,5.042615886,3.834312271,5.321844295,5.884409457,3.318027807,4.558362794,red
1.771163491,3.311598253,4.615884137,5.413096594,4.252008192,5.02416254,4.12894227,5.182819311,red
4.106740196,5.213966582,4.614157143,5.770119903,5.296236279,5.644398702,5.189501492,4.818495352,red
1.008164767,1.947207063,4.202585241,5.139047305,5.722605878,5.869002116,3.110838005,4.087791712,red
0.962856443,2.025639454,4.42315707,1.677691671,5.987512704,5.995954104,4.356890952,4.760685142,red
2.837569535,3.87572614,2.818971014,4.338176808,4.482688085,5.841817473,2.986242877,5.302580802,red
1.319495667,2.024766453,2.140857239,5.554285534,5.053371528,5.835777501,5.443034698,5.386041598,red
3.345835626,4.179571716,3.18894678,5.112304071,4.390751845,5.548018599,5.980770265,3.739483347,red
1.705057262,2.487433422,4.670799327,5.730216406,5.895491351,5.365444337,3.924638381,5.300128821,red
2.329793629,3.678478662,4.993549208,4.824150616,5.546642913,5.336088036,3.939899798,4.313257434,red
4.166955285,5.248032469,5.096272379,1.729340778,5.948965051,5.678518228,4.157097666,3.829457205,red
4.33205947,5.345814968,2.91486481,4.505092914,4.247197815,5.557905389,3.716096272,3.235923903,red
4.444572009,5.087911505,5.817451306,3.588359728,4.948070673,5.210055659,2.86264592,3.917981003,red
3.805725931,4.401529071,5.936570551,3.0141925,5.116876186,5.258717011,2.769609898,5.080365966,red
0.870400909,1.822814724,5.569152339,1.604745873,4.79740333,5.461196369,3.326850594,3.155134882,red
1.17689769,2.143408182,5.520743833,1.771184187,4.309745469,5.832693618,4.867077655,3.903221756,red
2.734363355,3.81043035,3.001498494,4.571400033,4.328235798,5.453866677,4.65023722,4.182499211,red
2.23528453,3.209486115,2.034043093,5.214208382,4.960980605,5.710633383,5.837381693,3.619134841,red
2.620299644,3.331511515,3.218590853,1.772002974,4.547742709,5.663040584,4.18227842,3.181469454,red
2.701204097,3.789527178,2.967953088,3.594232201,5.299047602,5.651184612,3.285479329,4.579170455,red
4.110010336,4.975787902,2.395790394,5.961275272,4.696529299,5.278252574,3.079495232,5.19537493,red
1.624759511,2.712820669,5.160279648,1.777021211,4.072429898,5.923409848,4.449627192,5.171061775,red
3.100844954,4.181562829,5.828350124,1.84349403,5.380018317,5.983862958,3.043647579,3.677115012,red
4.273355623,5.296151821,2.374670467,3.543484628,4.806905986,5.898200837,4.259322237,5.032126269,red
2.598347093,3.622809552,3.178062134,1.08557931,4.316432453,5.240016393,3.866499714,4.41943216,red
4.315611986,4.983838264,2.604728747,3.972332225,5.621880889,5.917238831,5.65141767,4.156910464,red
0.306126426,1.215996036,4.927438609,2.015368042,5.938503279,5.147851997,2.640960112,3.943922729,red
3.433217715,4.542270461,4.796827227,4.726941003,4.834840981,5.776966794,2.917259816,4.069308782,red
2.154112002,3.623001019,5.977145064,1.864458228,5.250938011,5.676528439,5.454540721,4.425632963,red
2.849263679,3.975157579,5.895236486,3.38804826,5.541648916,5.569824341,2.732609358,3.243085844,red
0.233325194,1.232701961,2.023203901,4.329259539,4.933698348,5.60720811,3.124078943,3.736660882,red
3.272452274,4.397463539,4.90572404,4.728856622,4.083022612,5.925545713,4.542131226,5.214321526,red
0.379639791,1.368063863,3.371553279,1.099512797,4.753952607,5.145586794,5.002133186,5.230577948,red
3.801549874,5.199084738,2.754499469,2.563424618,4.060876014,5.028022156,5.769147694,4.534816697,red
3.929614847,5.030057088,5.575213229,3.063918739,4.973695742,5.906692882,4.825055316,3.429090774,red
4.885350065,5.690787608,5.68389019,2.18965637,5.29695877,5.514396767,5.674088646,3.257052471,red
3.557616032,4.725839738,5.305280065,2.331803341,4.242648475,5.653360999,4.761378579,3.728695755,red
3.659364945,4.182510095,2.799488737,4.409002964,5.562106364,5.468658378,5.341343065,4.365232439,red
0.255826927,1.533077754,4.147813321,5.850528235,5.895748142,5.977696024,5.132863455,5.134292573,red
4.473228831,5.735800843,3.099026254,5.996808079,4.41856136,5.085495074,4.609221136,4.908090011,red
2.957559284,4.797931547,2.127328085,5.947801377,4.809862454,5.087228847,5.965534488,3.491717548,red
0.5142312,1.248485107,4.940292096,2.164650762,4.764395919,5.179316517,3.850324543,3.90752625,red
2.461212398,3.484849811,5.102919232,1.469592789,4.732492908,5.183655179,3.534680795,3.948296472,red
1.007437156,2.293127269,4.836973552,2.758639633,4.70815679,5.269745857,3.635159903,5.616115429,red
2.250441466,3.33630861,2.490821806,3.223159532,4.820797835,5.475868793,4.859374257,3.931170434,red
4.034231736,4.765049508,5.276133697,2.737976635,4.773491138,5.950482946,5.433864469,5.456506752,red
4.854544592,5.507233013,4.932226788,3.902068818,5.696470834,5.180564674,2.812852171,3.44859597,red
0.362298691,1.331391054,5.794006758,4.908133734,5.045977399,5.311264753,3.283366014,3.646859978,red
3.157202003,3.87320051,4.886882448,5.77992735,4.371826054,5.144666533,3.55896917,4.359278451,red
0.096234722,1.052829534,5.114651966,2.548843003,5.42190379,5.721611,3.016777711,5.95846823,red
2.058461569,2.662626023,4.911020647,2.456612952,4.587984805,5.79661649,3.235794454,3.544768075,red
2.075761971,2.883106448,5.908035249,3.063455817,4.102272577,5.789715827,4.543182668,3.26248347,red
4.295662534,5.29604198,3.983962822,5.991463174,4.216859716,5.598839049,5.384941218,5.178080979,red
4.387349787,5.425576891,5.794007969,1.501815731,5.445363713,5.993131273,4.209980892,3.345200295,red
4.304555863,5.184531319,3.66083479,3.017683425,4.95555915,5.740241032,4.416662908,3.873244041,red
2.926367964,4.047811449,3.323183901,2.705166752,4.604301935,5.220862064,3.784640735,5.755637511,red
2.970801233,4.210924761,4.938024697,3.550456287,5.39318687,5.299319242,4.093905889,5.710401674,red
0.793352287,1.25378669,4.444734046,2.686632121,5.507343618,5.647666997,5.057147,5.782912862,red
1.491914934,2.320680687,2.87699788,1.174928997,5.066789638,5.392776232,5.983532225,4.516775801,red
3.112420659,4.07660501,3.682154894,1.367931299,5.782484879,5.187811998,3.537733977,5.549090752,red
2.377998463,3.280127554,3.16098698,2.086291375,5.711111031,5.636180783,5.488905726,4.137056929,red
1.867090411,3.453504265,4.720111924,2.922091909,5.912078702,5.002275157,5.955876119,4.006832486,red
1.779947858,2.469545343,5.42843278,1.824651205,4.794296906,5.146356855,4.27423036,3.959864347,red
1.505457219,2.682161627,3.675246522,4.120863994,5.989335625,5.230714114,5.726029658,5.447088799,red
1.160093164,2.519390234,4.396923129,2.351457453,4.414659724,5.099381806,5.842615357,3.813593595,red
1.541871786,2.763076777,2.644645561,2.488232219,5.794906808,5.344637908,2.936123647,3.330041565,red
3.611194919,4.85012019,2.103877767,4.642424625,5.433412791,5.323081903,3.827688401,4.825937372,red
1.190230259,2.287972641,2.031227055,5.663939962,5.830089772,5.684153753,5.351616204,3.826323923,red
2.767335883,3.76353891,4.33026375,1.166811558,4.863373232,5.728641712,5.117370371,4.252142338,red
4.440606448,5.139033036,5.521488925,2.452014725,5.224838416,5.891513698,5.913989467,4.973269679,red
1.620413892,3.178942369,3.76261397,4.164864474,5.017419267,5.242129685,2.637127594,3.902373799,red
0.621227042,1.165820609,4.191900472,1.703077841,5.422206711,5.644373204,3.951868897,4.752029883,red
0.438080491,1.836911313,3.420277554,4.747584488,5.242524492,5.675144827,4.811499475,5.10468726,red
3.445817627,4.527878358,2.808306517,1.433811956,4.347676828,5.397304036,5.88411738,5.782059824,red
4.503940449,5.532900187,4.955779103,5.876701749,5.129576634,5.476164831,5.357475987,3.789730863,red
0.496743612,1.195217223,2.099660357,2.705931755,4.40354641,5.576673106,3.957174184,3.998543099,red
1.141935904,2.035120248,4.603930544,4.470799059,5.166808053,5.432211459,5.831890554,5.602070494,red
0.321721718,1.152329388,4.831629607,2.510797071,4.010090365,5.195793624,4.256668161,4.130370799,red
1.165368936,2.26046683,3.104222614,4.065747782,4.351100746,5.291837352,4.946142965,3.73242522,red
1.609362233,3.085240579,4.614109616,3.746293157,5.593280538,5.009396535,4.299069835,3.233833423,red
2.357090618,3.504408233,2.597032413,3.220585787,5.891846743,5.533946422,3.935361974,4.575725982,red
3.967583832,4.986265782,3.818037251,1.421479099,5.155847035,5.13466849,3.208651719,5.972574358,red
0.628169333,1.686257522,5.296818946,4.605910149,4.990661097,5.346647863,4.83773503,3.476259599,red
3.866488615,4.580439475,4.100879426,2.468600012,5.932714359,5.766328806,2.731382504,3.338233992,red
0.227015283,0.738089048,2.473690757,5.362336102,5.640856726,5.217076984,5.37000545,4.195238307,red
2.301455825,2.934951543,2.289416659,1.82810379,5.325351634,5.27811397,5.034443539,5.828180628,red
0.650364245,1.876823859,2.262738209,1.404546247,4.943309953,5.593257283,3.040455757,4.161976783,red
4.718793764,5.408854344,5.064596622,5.696704435,5.7864231,5.054608021,2.837459544,5.646659239,red
1.73790999,2.652311423,4.468013695,5.958156544,5.752939346,5.009528437,3.968789725,5.066529497,red
3.452991381,4.720822857,5.478789836,3.683089309,5.610963037,5.152606277,4.336579027,4.756699163,red
4.360507416,5.364305041,5.810326843,3.272284508,4.85583606,5.271494422,4.017711322,3.680796196,red
0.060453073,1.134056866,4.319230929,2.147884517,4.73173146,5.670915584,4.721831139,4.639059817,red
3.508039905,4.366489617,3.796178314,3.95435619,4.176531841,5.363238187,2.604202106,5.719315407,red
1.40643401,2.218939694,4.955303207,3.26441235,5.072659272,5.57976656,5.737652328,3.436572995,red
2.155751153,3.360908687,5.98164038,3.219063756,5.899463949,5.15770656,3.679913699,3.303263702,red
4.569595117,5.361287048,2.141509827,2.855320386,5.337691198,5.041249178,2.670839342,4.836844282,red
1.753254823,2.888500546,4.462097257,1.274435635,5.413578039,5.807575465,2.721056255,3.704905545,red
1.952960636,2.862764434,4.133359061,5.351065523,5.808885981,5.397633808,3.310812444,5.933588791,red
1.947182979,3.305907634,2.352214509,5.600592018,5.565486983,5.472586865,4.585007292,3.824346692,red
3.651966211,4.282502885,2.319468893,2.78310855,4.975578981,5.662031984,4.336327374,5.024043866,red
3.000664766,4.179392072,5.870714389,5.605171202,5.221838952,5.357976451,5.119266127,5.299925373,red
4.087925889,5.143524914,5.90394296,1.73269202,4.268997053,5.846269099,5.264213213,3.166006552,red
1.136821363,2.690598109,3.40982091,3.257720374,5.476609256,5.373448429,5.307476449,4.759809088,red
0.000238783,1.07468967,3.374790398,3.446553511,4.711168802,5.451001422,5.821660398,3.619939323,red
2.441872471,3.338683993,2.818045553,3.152370017,4.103658218,5.478404396,2.726621784,3.393828911,red
3.284897154,4.159757917,3.867892523,4.593270685,4.567691216,5.907098289,4.848086178,4.014348451,red
0.934414227,2.341042432,4.980866665,2.638763826,4.88879294,5.855604194,5.682262566,4.990933766,red
4.545372371,6.10469393,2.663949612,3.455340688,5.394112589,5.709934433,5.294492916,5.298313098,red
3.864019419,5.166488966,3.661234422,5.558223805,5.15073723,5.480457232,4.252164697,5.758443253,red
4.59360437,5.705345509,5.969012947,4.103459032,5.764816514,5.738080028,4.048008896,3.859162882,red
3.402700393,4.103902439,5.370571483,3.619096824,4.087798144,5.839097626,5.303301864,5.530885848,red
2.128467282,2.789946937,5.888311848,5.687643941,5.582269395,5.67582801,4.762092338,5.788947349,red
0.020643433,1.429556006,3.352757798,3.306262263,4.56110961,5.23372934,4.793437287,5.921519334,red
4.60248298,5.77213618,4.933525759,5.174037875,5.51476597,5.157897562,5.80028461,4.221936992,red
1.874942802,2.574541888,5.82144361,4.916067022,5.577529316,5.621602856,4.528917596,5.597147482,red
1.495605226,2.185241403,4.324628056,1.790931785,5.192620872,5.112239002,5.756543435,4.565787548,red
3.818218193,4.861646567,5.107462941,2.422064362,4.80288378,5.851523556,3.21364849,3.314130825,red
4.992787661,6.266221065,2.123826634,4.212018546,5.364120305,5.894514256,5.02652661,5.098417036,red
4.647016649,6.073399781,4.320674247,4.79258478,5.799483734,5.649582586,2.862796975,5.665992218,red
4.877808704,5.515901539,2.108108981,5.093011098,5.377529598,5.340360086,2.980147529,4.929719761,red
1.792534239,2.518959359,2.932476812,3.932139196,4.444724997,5.623450659,5.05512785,3.150809426,red
4.021274668,4.925092048,2.104904075,2.140392416,5.566476252,5.760008711,4.440759381,4.101156371,red
0.448976236,0.761036712,5.259477178,4.472171619,4.994948459,5.750864945,3.546267097,4.346950649,red
2.180444203,3.541661135,4.198070659,2.591910254,5.663523551,5.009152904,5.305912104,5.811359998,red
3.728352803,4.660102098,5.025237339,3.308953696,5.207837987,5.828559991,3.142564709,4.985237393,red
1.279713493,2.17304816,3.456577567,4.448354184,4.51013765,5.030156322,3.676565277,4.300480581,red
1.671994267,2.722652296,3.759976181,4.818868815,4.008576548,5.246624064,4.491006929,5.860327047,red
3.158984321,3.848188161,5.643645371,3.392675497,5.756749082,5.873627749,5.774825719,5.088914189,red
1.311490528,2.527685361,3.412735886,4.185550534,5.132807224,5.179900445,2.587622451,5.323220514,red
0.411705361,1.68944433,3.659614903,5.057179521,4.76774366,5.982480715,3.329767977,4.778843883,red
0.150046634,1.135227157,2.718325265,2.073995785,4.861104319,5.231197655,5.209391288,3.971547671,red
2.103998133,2.577853916,5.537127401,1.414679369,4.69493417,5.722633396,3.263045766,3.674646029,red
0.709738427,1.701587714,3.439138556,1.106385802,4.9384209,5.9869294,4.79984854,3.965702476,red
3.089966337,3.778441431,3.782595394,4.766815998,4.471245611,5.687164843,3.599256848,3.804878099,red
1.144804753,2.387703308,5.951194367,2.387086548,5.036071938,5.140863454,3.076212363,3.709554828,red
1.822149823,2.57124557,3.804413705,3.194984706,5.001650864,5.926123452,5.6053851,4.348961445,red
2.948158466,4.07320151,4.848839246,1.253142426,5.391012928,5.233048789,5.106806345,3.557440928,red
1.911825546,2.9108723,4.648096492,4.622605541,5.248663071,5.180662919,5.44494688,5.10427567,red
2.861778089,3.679860508,2.554817825,2.509548243,5.836047247,5.548526073,3.480886751,4.512805615,red
0.595274593,1.622179947,5.52596909,1.705224785,5.007782852,5.09190414,2.969230443,3.494265503,red
1.005981022,1.853755105,2.223750356,1.781918507,5.503670153,5.611972914,3.688082499,3.965341913,red
3.958707925,4.648131937,2.928630651,2.377286132,4.865389741,5.346851565,5.047882872,4.684262944,red
0.807325238,1.677192471,4.588726114,2.05392888,5.597695676,5.360079737,5.794444023,3.574238249,red
4.168847806,5.527543261,3.758108427,1.154748998,5.509195356,5.029514876,4.546095099,4.22613159,red
2.034549106,3.076882123,3.184872094,5.661244986,4.759942725,5.290185087,2.890517065,5.376619911,red
1.951464513,3.06962632,5.171035156,5.878231293,4.23886561,5.285795248,4.446529848,3.491553594,red
4.44936503,5.240596935,4.906837128,3.571585957,5.038155184,5.154924331,5.527559572,4.625688791,red
1.17945101,1.950390784,2.443159432,2.724972245,5.653230309,5.922798919,3.208454847,3.99045081,red
3.651755955,4.819266921,3.965657343,1.771733203,4.781146549,5.712607174,4.949849407,4.312064917,red
4.642219382,5.854809437,3.665350322,5.469553331,4.92610035,5.257748335,4.337990877,4.435077492,red
4.006355609,5.130607699,5.478093116,1.13062457,4.651315615,5.212380855,3.70980076,3.185834939,red
3.91982179,4.728377425,4.404586013,2.339985738,4.427269419,5.008977895,2.979068346,5.137401203,red
2.475932676,3.400814877,2.73228069,1.655652233,4.822885121,5.713391305,5.483392309,3.895022528,red
1.616866937,2.652597377,3.577486758,4.252409958,5.331727652,5.255289144,3.031557562,4.373180686,red
